0,1,2,3,4,5,6,7,8,9,order
Белый,Белый,Серый,Серый,Серый,Серый,Серый,Серый,Белый,Серый,1
Серый,Серый,Серый,Серый,Серый,Серый,Серый,Серый,Серый,Серый,2
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Бежевый,Розовый,3
Бежевый,Бежевый,Розовый,Бежевый,Розовый,Бежевый,Бежевый,Бежевый,Бежевый,Розовый,4
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Бежевый,Розовый,5
Бежевый,Бежевый,Бежевый,Бежевый,Розовый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,6
Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,7
Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,8
Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,9
Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,10
Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,Бежевый,11
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,12
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,13
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,14
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,15
Зеленый,Зеленый,Зеленый,Зеленый,Желтый,Зеленый,Зеленый,Бирюзовый,Зеленый,Зеленый,16
Бирюзовый,Бежевый,Бирюзовый,Бирюзовый,Бирюзовый,Бежевый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,17
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,18
Бирюзовый,Зеленый,Зеленый,Зеленый,Зеленый,Бирюзовый,Зеленый,Бирюзовый,Бирюзовый,Бирюзовый,19
Бирюзовый,Бирюзовый,Бирюзовый,Зеленый,Зеленый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,20
Бирюзовый,Зеленый,Зеленый,Зеленый,Бирюзовый,Бирюзовый,Зеленый,Бирюзовый,Бирюзовый,Бирюзовый,21
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,22
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,23
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,24
Бирюзовый,Бирюзовый,Бирюзовый,Голубой,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,25
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,26
Бирюзовый,Голубой,Бирюзовый,Голубой,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,27
Бирюзовый,Бирюзовый,Бирюзовый,Голубой,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,28
Бирюзовый,Бирюзовый,Бирюзовый,Голубой,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,29
Бирюзовый,Бирюзовый,Бирюзовый,Голубой,Голубой,Бирюзовый,Голубой,Голубой,Голубой,Голубой,30
Бирюзовый,Бирюзовый,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,31
Бирюзовый,Голубой,Голубой,Серый,Голубой,Голубой,Голубой,Голубой,Бирюзовый,Голубой,32
Белый,Белый,Серый,Серый,Бирюзовый,Белый,Голубой,Бирюзовый,Белый,Белый,33
