0,1,2,3,4,5,6,7,8,9,order
Gray,White,White,Gray,White,Gray,Gray,Gray,White,Gray,1
Gray,Gray,Gray,Gray,Gray,Gray,Gray,Gray,Gray,Gray,2
Beige,Pink,Beige,Beige,Beige,Beige,Pink,Beige,Pink,Beige,3
Beige,Pink,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,4
Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,5
Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,6
Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,7
Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,8
Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,9
Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,10
Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Yellow,Beige,11
Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,12
Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,13
Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,14
Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Green,Yellow,Yellow,15
Beige,Green,Beige,Yellow,Green,Green,Green,Beige,Yellow,Green,16
Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,17
Green,Green,Green,Green,Green,Green,Green,Green,Green,Green,18
Green,Green,Green,Green,Green,Green,Green,Green,Green,Green,19
Green,Green,Green,Green,Green,Green,Green,Green,Green,Green,20
Green,Green,Green,Turquoise,Green,Green,Green,Green,Green,Green,21
Turquoise,Turquoise,Green,Turquoise,Green,Green,Green,Green,Green,Green,22
Turquoise,Turquoise,Green,Turquoise,Green,Turquoise,Green,Green,Turquoise,Green,23
Turquoise,Turquoise,Green,Turquoise,Turquoise,Turquoise,Green,Turquoise,Turquoise,Green,24
Turquoise,Turquoise,Green,Turquoise,Turquoise,Turquoise,Green,Turquoise,Turquoise,Turquoise,25
Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,26
Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,27
Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,Turquoise,28
Turquoise,Turquoise,Turquoise,Turquoise,Blue,Turquoise,Turquoise,Turquoise,Turquoise,Blue,29
Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,30
Blue,Blue,Blue,Gray,Blue,Blue,Blue,Blue,Blue,Blue,31
Blue,Blue,Silver,Gray,Blue,Gray,Gray,Beige,Blue,Blue,32
Gray,Blue,Silver,Gray,Blue,Gray,Gray,Gray,Blue,Blue,33
Gray,Gray,Silver,Gray,Purple,Gray,Gray,Gray,Gray,Gray,34
Purple,Purple,Purple,Purple,Purple,Gray,Gray,Gray,Purple,Purple,35
Purple,Purple,Purple,Gray,Purple,Gray,Gray,Gray,Gray,Gray,36
Pink,Purple,Purple,Purple,Purple,Pink,Beige,Beige,Gray,Beige,37
Pink,Pink,Pink,Pink,Pink,Pink,Pink,Beige,Pink,Pink,38
Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,39
Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,40
Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,41
Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,42
Gray,Gray,Gray,Gray,Gray,Gray,Gray,Gray,Gray,Gray,43
Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,44
Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,45
Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,Pink,46
Pink,Pink,Pink,Orange,Orange,Orange,Orange,Orange,Orange,Orange,47
Beige,Beige,Beige,Orange,Beige,Beige,Beige,Orange,Beige,Beige,48
Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,Beige,49
Orange,Gold,Yellow,Orange,Orange,Yellow,Orange,Orange,Yellow,Orange,50
Gold,Yellow,Yellow,Yellow,Yellow,Yellow,Gold,Yellow,Yellow,Gold,51
